frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
8,2.0,[737.2981370299469 108.86767172742637 844.5347549509233 329.7758368967909],[770.6876831054688 229.57144165039062 813.5747680664062 266.03265380859375],0.6693392395973206,88C131343,0.48073806682100917
9,1.0,[71.86649857806 113.64926573041262 377.6074160724131 319.45543911996333],[193.82691955566406 268.24853515625 257.7008972167969 314.21978759765625],0.685874879360199,69A066166,0.5995849699511119
9,2.0,[737.2914573215401 108.8675702288997 844.5304777599122 329.77128850110324],[770.6932983398438 229.57359313964844 813.5712890625 266.03143310546875],0.6693397760391235,88C131343,0.48073806682100917
10,1.0,[71.85907396587089 113.6178127204704 377.61831917946336 319.4405291755536],[193.86276245117188 268.2988586425781 257.66912841796875 314.2073974609375],0.684629499912262,69A066166,0.6199953579434793
11,1.0,[71.86373361693049 113.56426621420263 377.6222566047537 319.34322320810344],[193.80062866210938 268.2881774902344 257.6865539550781 314.1789855957031],0.6836584210395813,69A066166,0.8566107894693397
12,1.0,[71.866510820292 113.58798908333361 377.61522347344055 319.28625794973016],[193.791748046875 268.29351806640625 257.6679382324219 314.17657470703125],0.6826476454734802,69A066166,0.5855316965901897
13,1.0,[71.86800677405529 113.60996893033821 377.61439730138204 319.2575387552253],[193.7760467529297 268.2898864746094 257.6704406738281 314.1737365722656],0.6824013590812683,69A066166,0.5855316965901897
14,1.0,[71.86892867151164 113.62530687443144 377.61473966201555 319.2351598375125],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
15,1.0,[71.86865141931798 113.63770385082056 377.61545842112383 319.2209964213561],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
16,1.0,[71.86783664100659 113.64711056871022 377.61640560073334 319.2117201797727],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
17,1.0,[71.86680759169198 113.65403964732391 377.617453286824 319.20554817002665],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
18,1.0,[71.86572439805684 113.65906495293262 377.6185153490347 319.2014363685378],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
19,1.0,[71.86466551026282 113.66267570418582 377.6195410955937 319.1987279894344],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
20,1.0,[71.86366731871547 113.665252157114 377.6205043149962 319.19698854142666],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
21,1.0,[71.86274424607069 113.66707835012683 377.6213941167402 319.1959213063799],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
22,1.0,[71.86189929237062 113.6683625415718 377.6222085506905 319.1953198628964],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
23,1.0,[71.86112970306317 113.66925607503838 377.62295051954544 319.1950391793862],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
24,1.0,[71.86043005072699 113.66986847071456 377.6236252921494 319.1949769053607],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
25,1.0,[71.85979390574607 113.670278829582 377.6242390530809 319.19506075207556],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
26,1.0,[71.85921472278912 113.67054423295927 377.62479809473575 319.1952397564798],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
27,1.0,[71.85868628793423 113.67070585556866 377.6253083958326 319.19547813816035],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
28,1.0,[71.85820292037533 113.67079339042104 377.6257754260482 319.19575093981473],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
29,1.0,[71.85775953925122 113.67082824445794 377.6262040788806 319.1960409171032],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
30,1.0,[71.85735165892731 113.6708258446904 377.62659867406705 319.19633631342265],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
31,1.0,[71.85697534889007 113.67079730230327 377.62696299504796 319.1966292656431],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
32,1.0,[71.85662717863039 113.67075061369374 377.62730034163366 319.19691466152983],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
33,1.0,[71.85630415869932 113.67069152750581 377.62761358682394 319.19718932128546],[193.77578735351562 268.2883605957031 257.6713562011719 314.17535400390625],0.6823773384094238,69A066166,0.5855316965901897
34,1.0,[72.0971511050574 114.47016785040272 378.1609096062873 320.40098800816367],[193.7229461669922 268.43707275390625 257.6839294433594 314.1030578613281],0.6790127754211426,69A066166,0.5864441767413188
34,2.0,[737.2821434369558 108.75621530885186 844.5246505093065 329.74249770788697],[770.786865234375 229.5384063720703 813.5538940429688 265.8800048828125],0.6743658185005188,88C131343,0.5790454716512282
35,1.0,[72.13780282573049 114.70298018656307 378.4109583734855 320.9191336499168],[193.72560119628906 268.4297790527344 257.6866149902344 314.1044921875],0.6790445446968079,69A066166,0.593658397242637
35,2.0,[737.2467993947113 108.7483180002972 844.5170047026437 329.7466841808825],[770.7920532226562 229.5425262451172 813.5491943359375 265.8710021972656],0.6738888621330261,88C131343,0.5790454716512282
36,1.0,[72.11457819419084 114.69725584126567 378.54244566988496 321.1385180195682],[193.76089477539062 268.43927001953125 257.6673583984375 314.1020202636719],0.6796825528144836,69A066166,0.6431082283955458
36,2.0,[737.1957963041913 108.70967231491798 844.5302306453212 329.74426691848055],[770.80419921875 229.5790557861328 813.536865234375 265.8152160644531],0.6704510450363159,88C131343,0.549201254889975
37,1.0,[72.08093168822944 114.68161047195193 378.6204404270396 321.2726383866783],[193.75636291503906 268.4429931640625 257.6670837402344 314.0995178222656],0.6803370714187622,69A066166,0.62804836311497
37,2.0,[737.1741807874745 108.68936853230292 844.5414978220775 329.7545245729631],[770.7996826171875 229.5753173828125 813.5421752929688 265.83599853515625],0.6700513958930969,88C131343,0.549201254889975
38,1.0,[72.04887372889954 114.64469957353234 378.66747547754846 321.34124994361457],[193.75682067871094 268.44287109375 257.6664733886719 314.10015869140625],0.6803404688835144,69A066166,0.62804836311497
38,2.0,[737.1607464612406 108.67787660649617 844.5518135935914 329.7641345884211],[770.7999877929688 229.5749969482422 813.541748046875 265.8299560546875],0.6704067587852478,88C131343,0.549201254889975
39,1.0,[72.02078358563736 114.60981828811782 378.6968211200849 321.3844204551091],[193.75860595703125 268.4440002441406 257.6661376953125 314.099365234375],0.6804041862487793,69A066166,0.62804836311497
39,2.0,[737.151785014817 108.6701082810423 844.5601493023566 329.77154557227504],[770.7999877929688 229.5750274658203 813.541748046875 265.8299560546875],0.670405924320221,88C131343,0.549201254889975
40,1.0,[71.76746140775364 113.90447315439337 378.19472549075294 320.5782664121055],[193.86898803710938 268.4293212890625 257.5306091308594 314.07861328125],0.6738625764846802,69A066166,0.6504993030242097
41,1.0,[71.71288543424669 113.65263310729323 377.95607146764826 320.2526393602852],[193.86878967285156 268.42877197265625 257.5303955078125 314.0788879394531],0.6738291382789612,69A066166,0.6504993030242097
42,1.0,[71.72350700606543 113.56211076568545 377.81236541310795 319.96787035374155],[193.88951110839844 268.3822021484375 257.4864501953125 313.99267578125],0.674850583076477,69A066166,0.8829995950935745
43,1.0,[71.76201012208102 113.36972319774989 377.759387949936 319.79090701078235],[193.79603576660156 268.42529296875 257.5130920410156 314.0206298828125],0.6774234771728516,69A066166,0.8841150383972946
43,2.0,[737.4034796716404 108.83373298784453 845.1783092586476 329.89337305708244],[770.8264770507812 229.7328643798828 813.5322265625 265.7481384277344],0.6640595197677612,88C131343,0.5274034142494202
44,1.0,[71.7951011620952 113.31975971116151 377.72184118251494 319.71044669311254],[193.77621459960938 268.42877197265625 257.51568603515625 313.98626708984375],0.6784020066261292,69A066166,0.875839614226498
45,1.0,[71.83153967621519 113.20129589183853 377.6893813013892 319.44250648385963],[193.71719360351562 268.32196044921875 257.4812927246094 313.96624755859375],0.6792241334915161,69A066166,0.9119163758347097
46,1.0,[71.85445032412375 113.17512820240958 377.6689007596409 319.28897567725244],[193.7046661376953 268.2774658203125 257.4864196777344 313.9667053222656],0.6801062226295471,69A066166,0.9211755645200621
47,1.0,[71.87102337661264 113.1883722583627 377.6540446685561 319.2103052538349],[193.69161987304688 268.2729187011719 257.4975891113281 313.9757080078125],0.6800845861434937,69A066166,0.911744458496093
48,1.0,[71.88320531439962 113.2113732410845 377.6433905171625 319.16637905170114],[193.69161987304688 268.2729187011719 257.4975891113281 313.9757080078125],0.6800845861434937,69A066166,0.911744458496093
49,1.0,[71.89216607112155 113.23361937734884 377.63574747317244 319.13984234701957],[193.69161987304688 268.2729187011719 257.4975891113281 313.9757080078125],0.6800845861434937,69A066166,0.911744458496093
50,1.0,[71.92610663585566 113.29903919296486 377.6284512151826 319.0127532796025],[193.7110595703125 268.31805419921875 257.46417236328125 313.9574279785156],0.6807026267051697,69A066166,0.9022291692170505
50,2.0,[737.752882794206 108.97262178607284 845.326375031113 329.8615407663476],[770.7510375976562 229.77272033691406 813.537109375 265.8100280761719],0.6576659679412842,88C131343,0.9062151312828064
51,1.0,[71.93990865422691 113.32986384180992 377.61922139794876 318.92390695377907],[193.6902313232422 268.2356872558594 257.459716796875 313.96514892578125],0.6820889115333557,69A066166,0.8587792946992446
51,2.0,[737.7914702873953 108.97569846435839 845.2812350237426 329.84654733467664],[770.8040161132812 229.75637817382812 813.53369140625 265.7586364746094],0.6565560102462769,88C131343,0.9027938842773438
52,1.0,[71.91435604633563 113.38304583177528 377.5884818977195 318.8745498409142],[193.72039794921875 268.35931396484375 257.4022216796875 313.99371337890625],0.679781436920166,69A066166,0.8418410160004329
53,1.0,[71.92161179919486 113.39146753521919 377.58895373605105 318.80988694852647],[193.69937133789062 268.406005859375 257.4118957519531 313.991943359375],0.6776438355445862,69A066166,0.9154271149793359
54,1.0,[71.9254752069607 113.4074026349709 377.5893611655347 318.77798106137953],[193.6964874267578 268.4047546386719 257.4107666015625 313.9907531738281],0.6776759624481201,69A066166,0.9154271149793359
55,1.0,[71.92671630980169 113.42356187725204 377.58849173308266 318.7597362249414],[193.69664001464844 268.4048767089844 257.41070556640625 313.9906311035156],0.6777020692825317,69A066166,0.9154271149793359
56,1.0,[71.92768990754516 113.43683610109413 377.5880739384986 318.7480078832567],[193.69664001464844 268.4048767089844 257.41070556640625 313.9906311035156],0.6777020692825317,69A066166,0.9154271149793359
57,1.0,[71.92842059341024 113.44726835949741 377.58793020897866 318.74029063152307],[193.69664001464844 268.4048767089844 257.41070556640625 313.9906311035156],0.6777020692825317,69A066166,0.9154271149793359
58,1.0,[71.92895427985181 113.45532591978696 377.5879597101564 318.73519383952174],[193.69664001464844 268.4048767089844 257.41070556640625 313.9906311035156],0.6777020692825317,69A066166,0.9154271149793359
59,1.0,[71.95533639953908 113.52471938446162 377.62472071713603 318.87565130936264],[193.66383361816406 268.3449401855469 257.4432373046875 314.0023498535156],0.6806337237358093,69A066166,0.8482715349624385
60,1.0,[71.96505738708458 113.51057309094462 377.6391730105689 318.91256352182523],[193.6602020263672 268.3409423828125 257.473876953125 313.9787292480469],0.6793201565742493,69A066166,0.9265334265280841
60,2.0,[737.8689098257341 108.90411695651588 845.3695909026851 329.8256641628018],[770.8740844726562 229.60714721679688 813.6039428710938 265.6903076171875],0.6579105257987976,00G131343,0.44594820644138233
61,1.0,[71.98141819999523 113.4429018223143 377.64336205963957 318.8478451924342],[193.6370391845703 268.302978515625 257.50897216796875 313.9649353027344],0.6823785305023193,69A066166,0.9523302937345965
62,1.0,[72.00425717853855 113.42595591125145 377.64621293088805 318.8284895762637],[193.6296844482422 268.2895202636719 257.53912353515625 314.00726318359375],0.6849038600921631,69A066166,0.8567838234753552
63,1.0,[72.01274324923904 113.4416477919136 377.64083259406743 318.8710330219235],[193.6498565673828 268.3208923339844 257.4968566894531 314.0309753417969],0.6838076710700989,69A066166,0.8626163382680886
64,1.0,[72.05880873580284 114.01785264894406 377.73584088986036 318.97905506555037],[193.61593627929688 268.3301086425781 257.4870910644531 314.00921630859375],0.6828877925872803,69A066166,0.837716157189341
65,1.0,[72.03933730412916 114.34281006262464 377.7515957065763 318.87265435403924],[193.65374755859375 268.2926330566406 257.5030517578125 314.02880859375],0.6838080286979675,69A066166,0.8979817528627355
66,1.0,[72.02338180836654 114.5335004683318 377.75573644792445 318.7684421848447],[193.6380615234375 268.29425048828125 257.4813232421875 313.9796447753906],0.681768000125885,69A066166,0.9575977743990886
66,2.0,[737.8184674312279 108.8958212005799 845.2746450619309 329.8712592079825],[770.9130859375 229.67901611328125 813.5592651367188 265.7198486328125],0.6557500958442688,88C131343,0.5139870406210302
67,1.0,[72.00279174901053 114.66658280248203 377.74863147026724 318.7092439386745],[193.63763427734375 268.3037414550781 257.50531005859375 314.00732421875],0.6814334392547607,69A066166,0.9051378995288282
68,1.0,[71.99686055256888 114.76997907710341 377.7504909310612 318.67887481876],[193.62950134277344 268.3050231933594 257.5113830566406 314.01617431640625],0.681567907333374,69A066166,0.9096007924054261
69,1.0,[71.94701107010857 114.24714449388928 377.6669937297911 318.564859482974],[193.62701416015625 268.25347900390625 257.53192138671875 314.0171203613281],0.681991696357727,69A066166,0.8881561301659909
70,1.0,[71.98365745229668 114.53092896933647 377.7253947368031 318.61705422180796],[193.55621337890625 268.248291015625 257.5369567871094 314.0284423828125],0.6814092993736267,69A066166,0.6797346472082889
71,1.0,[71.99411270802861 114.69015201372417 377.7497501664071 318.61457948882355],[193.54855346679688 268.2379150390625 257.53179931640625 314.0301513671875],0.6815230250358582,69A066166,0.6797346472082889
72,1.0,[71.94660595669069 114.21957316077334 377.66664953799375 318.5079973467733],[193.55062866210938 268.2298583984375 257.535888671875 314.0352783203125],0.6815956830978394,69A066166,0.6775962493205235
73,1.0,[72.02051470217691 112.55809905222253 377.6897973267958 317.0813966977071],[189.43923950195312 261.9434509277344 257.41766357421875 310.99359130859375],0.7234354615211487,69A066166,0.6407387935035364
73,2.0,[737.6108490061142 105.81733078751601 845.0348929289046 326.5079616831877],[772.7444458007812 227.7510528564453 815.0365600585938 263.0436096191406],0.6533015370368958,88A59883,0.11807624995708466
74,1.0,[72.04569811513272 111.88057864879956 377.67587471156884 316.60298653893256],[189.38250732421875 261.8801574707031 257.4652099609375 311.0769348144531],0.7225067019462585,69A066166,0.6245963782427925
75,1.0,[72.06148031561037 111.59288050251521 377.66096675755676 316.4595233831261],[189.40484619140625 261.9052734375 257.47418212890625 311.07568359375],0.7226775884628296,69A066166,0.6274465918540955
76,1.0,[72.08275747457733 111.49192595295077 377.6532614146407 316.44313200463876],[189.15625 261.8203430175781 257.4453430175781 311.1156005859375],0.7215638160705566,69A066166,0.6855410383726045
76,2.0,[737.4257337681505 104.21866658232561 844.9332965720781 324.55761625157834],[772.7826538085938 227.62945556640625 815.091796875 263.088134765625],0.6501014828681946,88A59883,0.10884823650121689
77,1.0,[72.08193371512624 111.3015469094479 377.6132564215075 316.28494100854095],[188.6089630126953 261.4866638183594 257.0813903808594 309.64080810546875],0.7256925106048584,69A06666,0.6836933792541543
77,2.0,[737.739840026822 103.7194942324044 845.2421737458372 323.5753596940473],[772.246337890625 226.84368896484375 815.290283203125 263.0056457519531],0.6596078872680664,00G183343,0.2876845122102592
78,1.0,[72.08586768698231 111.24108925748699 377.5883370432051 316.27445197528147],[188.62332153320312 261.5050354003906 257.0812072753906 309.63311767578125],0.7253077626228333,69A06666,0.6967623051875109
78,2.0,[737.8575387858579 103.6250448008186 845.3598000030782 323.1337719159006],[772.2361450195312 226.83685302734375 815.3015747070312 263.0433349609375],0.6591066718101501,00G183343,0.2876845122102592
79,1.0,[72.09505214807308 111.20245450195831 377.5805543677354 316.2699538531522],[188.72593688964844 261.5241394042969 257.1367492675781 309.6957092285156],0.7264015078544617,69A06666,0.9996803351268223
80,1.0,[71.85405587469242 51.926856929922096 377.5320369247735 256.80942439660186],[194.54425048828125 176.591796875 257.72406005859375 217.4919891357422],0.6805704832077026,69A066665,0.4613513946533203
81,1.0,[71.73764289685718 15.381659751722822 377.42811614595473 219.173108665093],[186.16259765625 148.27191162109375 261.0052490234375 192.92837524414062],0.45674511790275574,69A06666,0.9999668398617765
82,1.0,[71.61376598840991 -3.150102258380187 378.06255606347344 191.45130634269725],[192.53704833984375 123.67724609375 257.9503173828125 166.2025909423828],0.710966944694519,69A066166,0.8855620206528989
83,1.0,[71.4635388666862 -9.28419411881643 378.11877865724125 177.46587422232773],[185.6494598388672 112.07112121582031 257.975341796875 159.4983673095703],0.7359414100646973,69A066166,0.9713978216253932
84,1.0,[70.85057820077861 -11.464755422320636 377.51198516487773 167.2121659667569],[188.62228393554688 103.97272491455078 259.1598205566406 150.25112915039062],0.7260645627975464,69A066661,0.5697507637687244
85,1.0,[70.79641751121972 -10.687256690523554 377.1087667248 162.294496612747],[188.6118621826172 103.9358139038086 259.1263427734375 150.3068084716797],0.7261092662811279,69A066661,0.5715352835523828
86,1.0,[70.94008900441682 -9.185873700263585 376.870792332631 159.63405905605273],[187.75839233398438 104.4469223022461 259.5446472167969 148.03921508789062],0.7077555060386658,69A106666,0.7580048680531725
87,1.0,[70.17785982813794 -12.657500460393862 377.64536493029095 144.0124424809504],[160.60943603515625 78.47496032714844 257.9524230957031 124.4911117553711],0.284128874540329,69A06666,0.9993947270687007
91,12.0,[10.401061648353561 187.04760596254414 484.93036858802196 430.05896941846026],[187.2574005126953 384.24029541015625 308.6741027832031 446.51171875],0.7599552273750305,76A27797,0.758802296593047
92,12.0,[10.688554006807323 165.3924316787075 484.03827913870566 427.1311485967196],[188.3443145751953 362.18548583984375 303.5874328613281 437.3189697265625],0.7918009161949158,76A22222,0.9999974410228937
93,12.0,[11.125001005255598 149.01776177867552 481.35792223424437 425.42684040613415],[188.1109619140625 350.6493225097656 302.5583801269531 432.9521179199219],0.792793869972229,76A22272,0.7076553872454174
94,12.0,[12.965143240289052 136.80792811650664 478.9756224988197 423.6928741102714],[186.89288330078125 347.6163635253906 301.2291564941406 427.2831115722656],0.7845249176025391,76A22222,0.9999983473273739
95,12.0,[16.13437471396216 129.27089650339494 477.27874541748633 424.107701668094],[189.3097686767578 342.1800537109375 303.58831787109375 422.8834228515625],0.7885373830795288,76A27222,0.6448082144709975
96,12.0,[18.776185206695118 125.428440048782 475.47514697773187 425.94061158867896],[189.26904296875 342.1551208496094 303.5455627441406 422.9176330566406],0.7888936996459961,76A22222,0.9998302528436432
97,12.0,[20.829745247466207 121.79121167000201 473.8310716647884 426.10503692473344],[188.23208618164062 343.7768859863281 302.8803405761719 421.2825622558594],0.7767796516418457,76A22222,0.8671473026927874
98,12.0,[22.366219999072484 119.07038647637611 472.2309529465645 425.9245807571248],[188.68405151367188 338.9689025878906 304.4161376953125 418.42803955078125],0.7911485433578491,76A22222,0.9909725989219452
99,12.0,[23.77594614318801 117.86212099092899 470.80099054211985 426.2818672368058],[188.68528747558594 337.51123046875 306.1520080566406 417.8498229980469],0.78985196352005,76A22222,0.9970810665378559
100,12.0,[25.000258140612118 117.46893998204851 469.6244741759582 426.8256922951929],[188.6909942626953 337.52593994140625 306.14752197265625 417.84527587890625],0.7898582816123962,76A22222,0.9970810665378559
101,12.0,[26.074624091634973 117.46306702392334 468.64765453191194 427.306671901261],[188.68569946289062 337.5088806152344 306.19354248046875 417.8394470214844],0.7900070548057556,76A22222,0.9986967017728661
102,12.0,[26.966521907257118 117.65627133168172 467.82395877242527 427.7082935463076],[188.58636474609375 337.4766540527344 306.285888671875 417.9281311035156],0.78948575258255,76A22222,0.7771182234265368
103,12.0,[27.687493222416407 117.27067308093186 467.0537009343192 427.11954588764604],[188.7559356689453 337.3458557128906 304.8922119140625 417.58831787109375],0.7868900895118713,76A22222,0.9999976009589855
104,12.0,[28.32126722466691 117.36688260203877 466.439385468065 426.9220115641723],[188.75343322753906 337.2726135253906 304.9087219238281 417.5784606933594],0.7867000699043274,76A22222,0.9999972277747666
106,12.0,[29.228374786240636 118.04222398962287 465.30894948497456 426.9225710058067],[188.76870727539062 337.3171081542969 304.73040771484375 417.6994934082031],0.7869031429290771,76A22222,0.9999969079025659
107,12.0,[29.609411851723962 118.39067164509368 464.87215195292936 426.90737108138694],[188.77146911621094 337.29473876953125 304.7295227050781 417.68896484375],0.7867187857627869,76A22222,0.9999969079025659
108,12.0,[31.07503006049575 118.00509635874221 465.1089343677776 426.37545669174256],[188.28384399414062 336.0350341796875 304.2091369628906 417.6037902832031],0.7819963693618774,76A22272,0.7459889080153654
109,12.0,[31.925158390815824 118.04354181793863 464.92238343067595 426.1784604210475],[188.2953338623047 336.0676574707031 304.1778869628906 417.58843994140625],0.7818766832351685,76A22272,0.7040148359328381
110,12.0,[31.94925967791255 117.8194826040548 464.35492612798265 425.91452692157407],[188.58387756347656 334.7460021972656 305.1929626464844 417.62518310546875],0.7800173759460449,76A22222,0.9999957350377268
111,12.0,[30.61836919849742 116.30877974720391 463.3581579670456 424.4518224190529],[188.42076110839844 336.5020751953125 302.9165344238281 413.75579833984375],0.7753923535346985,76A22222,0.9999942956124749
112,12.0,[30.74626964223077 115.48439701592321 463.3811660574672 423.37490926663946],[188.64596557617188 333.08648681640625 305.5704345703125 412.9416809082031],0.7902802228927612,76A22222,0.7015465701067031
113,12.0,[31.342994137638783 115.15482629154087 463.456203804682 423.1042225477838],[188.9051513671875 332.8601379394531 305.2000427246094 412.12103271484375],0.7930293083190918,76A22222,0.8055855246979415
114,12.0,[31.29618318962119 114.98941273395869 463.1149629586848 423.0865671173992],[188.66966247558594 332.82916259765625 305.1369323730469 411.9609680175781],0.7928808331489563,76A22222,0.9999988271355889
115,12.0,[31.36824797319747 114.96938269971147 462.87318265029927 423.2216019456332],[188.80905151367188 333.2257385253906 304.8544616699219 411.45318603515625],0.7916017174720764,76A22222,0.9999511127411972
116,12.0,[31.50856049522727 115.0339698759507 462.6869298114883 423.32889802585316],[188.7932586669922 333.2164001464844 304.86151123046875 411.47552490234375],0.7915613651275635,76A22222,0.9999511127411972
117,12.0,[31.760125781820648 115.16682751600655 462.5649887444424 423.4173345852342],[188.84756469726562 333.28302001953125 304.89801025390625 411.311279296875],0.791358232498169,76A22222,0.9996800685566837
118,12.0,[31.903540820062688 115.29094970188558 462.35503589068287 423.45070437475295],[188.85755920410156 333.2958984375 304.9190368652344 411.29638671875],0.7911967635154724,76A22222,0.9996718048782243
119,12.0,[32.35618820205141 115.40228459324629 462.33982744100933 423.4384546994631],[188.82249450683594 333.300048828125 304.9797058105469 411.341064453125],0.7916809916496277,76A22222,0.9997489500014934
120,12.0,[31.90010079290343 114.65954528980762 462.0238750237372 422.0848303376712],[189.82577514648438 333.8849792480469 303.2433776855469 409.7214660644531],0.7927545309066772,76A22222,0.9999970678386677
121,12.0,[32.068108674441504 114.21334202174893 462.01843258894223 421.18566706602],[188.71844482421875 331.0481262207031 304.09375 412.0372314453125],0.8171753883361816,76A22272,0.5182849400556439
123,12.0,[32.36309461446828 114.23160365546542 461.8429767332892 420.6363112908916],[188.39149475097656 330.04364013671875 304.758056640625 412.2889709472656],0.8217424154281616,76A22222,0.9999963747822046
124,12.0,[32.57987641265609 114.19916251261813 461.71128062126434 420.44250376962816],[188.31402587890625 329.9093017578125 305.1558837890625 412.0157775878906],0.8215286135673523,76A222722,0.6941159920881826
125,12.0,[32.63798492702597 114.19028875353544 461.50889431589553 420.2812423695681],[188.22030639648438 329.9633483886719 305.23455810546875 412.037109375],0.822963297367096,76A22222,0.999966893174
126,12.0,[32.737046757017055 114.28323647977189 461.3474318785112 420.20840680856645],[188.1529998779297 329.83624267578125 305.36376953125 412.0557556152344],0.8209943175315857,76A22222,0.9997742739212537
